theme_number,theme_name,chapter_number,chapter_name,question_id,question_number,points,question_text,options,correct_answers,comment,image_paths,url
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-015,2.5.01-015,3 Points,What can reduce the fuel consumption of a commercial vehicle?,A. Fitting air cowls to the vehicle; B. The farsighted driving style of the driver; C. The use of special tyres,A. Fitting air cowls to the vehicle; B. The farsighted driving style of the driver; C. The use of special tyres,"A reduction can cause all three answers. The use of louvers on the vehicle, the driver & predictive operation, even the use of special tires.",,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-015
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-016,2.5.01-016,3 Points,What are the effects of driving at high speed in motor vehicles with combustion engines?,A. Fuel consumption increases; B. The emission of harmful substances increases; C. The noise level is reduced,A. Fuel consumption increases; B. The emission of harmful substances increases,"Be aware that fast, high-speed driving results in high fuel consumption and high exhaust emissions. This also leads to more noise and to a not lower noise level.",,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-016
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-017,2.5.01-017,3 Points,"When riding a motorcycle, what can you do to avoid unnecessary noise?",A. By only using permissible exhaust systems; B. By driving off at high speed; C. By adopting an uneven driving style,A. By only using permissible exhaust systems,"Improper exhaust systems lead to higher noise pollution. 
Uneven driving, such as frequent braking and then accelerating hard again, leads to unnecessary noise.
High-speed starting leads to unnecessary noise.",,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-017
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-018,2.5.01-018,3 Points,Why is an environmentally considerate driving style also beneficial for road safety?,A. - driving in a far-sighted manner; B. - avoiding high speeds; C. - that with alternative fuels it is only possible to drive slowly,A. - driving in a far-sighted manner; B. - avoiding high speeds,"Alternative fuels can also be used to drive fast. However, you will be driving in an environmentally friendly way if you avoid high speeds, if you drive with foresight and thus avoid, for example, braking hard and starting again.",,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-018
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-102,2.5.01-102,3 Points,What must you know about catalytic converters?,A. A catalytic converter can be damaged or destroyed when the car is towed to start; B. A catalytic converter can be damaged when the engine starts after many unsuccessful attempts; C. Unburned fuel in the catalytic converter cannot cause any damage when the engine starts,A. A catalytic converter can be damaged or destroyed when the car is towed to start; B. A catalytic converter can be damaged when the engine starts after many unsuccessful attempts,"Vehicles with a catalytic converter should not be towed away. As a result, unburned fuel can flow into the catalytic converter and lead to damage or destruction of the catalyst. If the engine of the vehicle does not start even after several start attempts, the same consequences can occur.",,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-102
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-103,2.5.01-103,3 Points,Tyre wear is a burden to the environment. What can extend tyre life?,A. Avoiding high speeds; B. Observing the tyre pressure indicated in the owner's manual; C. Using winter tyres (M+S) in the summer,A. Avoiding high speeds; B. Observing the tyre pressure indicated in the owner's manual,The wear of tires is the lowest when the tires are used as intended. Winter tires that are used in summer wear faster due to their material properties (rubber compound). Even with too little air pressure tires wear faster. Starting with high-speed and squealing tires wears tires due to increased abrasion.,,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-103
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-104,2.5.01-104,3 Points,How can you save fuel when driving a motor vehicle with automatic transmission?,"A. By not using the ""kick down"" facility, if possible; B. When driving in town traffic, always keep the selector lever in the lowest gear; C. By driving in gear ""P"", if possible","A. By not using the ""kick down"" facility, if possible","Avoid the kick-down. The high-speed acceleration gear causes increased fuel consumption. For overtaking or merging on the freeway, however, it can be useful. With P, Parking, a vehicle with automatic transmission cannot be driven. Changing gears early to a higher gear also saves fuel.",,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-104
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-105,2.5.01-105,3 Points,How can you keep the burden on the environment low?,A. By forming car pools; B. By avoiding peak traffic periods; C. By avoiding roads with frequent traffic jams,A. By forming car pools; B. By avoiding peak traffic periods; C. By avoiding roads with frequent traffic jams,"In order to relieve the environment, you should form carpools with others as a car driver. The environment is particularly burdened by the number of moving vehicles. In addition, you should avoid a concentrated accumulation of several vehicles such as traffic jams.",,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-105
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-106,2.5.01-106,3 Points,What results in increased fuel consumption of your car?,A. A roof rack or ski rack; B. Transporting unnecessary objects; C. Excessive tyre pressure,A. A roof rack or ski rack; B. Transporting unnecessary objects,"Increased fuel consumption can be expected if, for example, you install roof or ski racks or if you load your vehicle with unnecessary objects. Increased tire pressure, on the other hand, does not matter for fuel consumption, even if it should be avoided altogether.",,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-106
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-107,2.5.01-107,3 Points,How can you save fuel?,A. By observing at least the tyre pressure indicated in the owner's manual; B. By removing roof racks or ski racks; C. Avoid driving in top gear,A. By observing at least the tyre pressure indicated in the owner's manual; B. By removing roof racks or ski racks,"Additional load and additional attachments such as roof racks or ski holders increase fuel consumption: when not in use, remove them. You save fuel when driving low-speed: shift up the gear early. Turning off the air conditioning system saves fuel, as does maintaining tire pressure according to the manufacturer's specifications. Because too little tire pressure increases the rolling resistance.",,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-107
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-108,2.5.01-108,3 Points,What should you avoid for reasons of environmental protection?,A. Letting the engine warm up when the vehicle is stationary; B. Unnecessary trips; C. Loud music with windows opened,A. Letting the engine warm up when the vehicle is stationary; B. Unnecessary trips; C. Loud music with windows opened,"After starting the engine, you as a car driver should start immediately in a low-speed driving style. Warming up the engine while stationary is not permitted. Driving at high speeds, extending gears and switching late, wastes fuel. Unnecessary driving causes avoidable exhaust emissions.",,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-108
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-109,2.5.01-109,3 Points,Which conduct shows awareness of the environment?,"A. Changing to public transport at collective parking areas (""P + R""); B. The formation of car pools; C. Switching off the engine in a traffic jam","A. Changing to public transport at collective parking areas (""P + R""); B. The formation of car pools; C. Switching off the engine in a traffic jam","Avoid driving around aimlessly. Private transport pollutes the environment. Make carpools as often as you can. If possible, use public transport. If you are stuck in a traffic jam, do not run the engine unnecessarily, turn it off.",,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-109
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-111,2.5.01-111,3 Points,How can you reduce noise?,A. By driving in 4th or 5th gear in built-up areas; B. By driving at high engine revolutions; C. By driving at high speed,A. By driving in 4th or 5th gear in built-up areas,"Driving in the high-speed range causes more noise than a low-speed driving style. In built-up areas you should drive in the highest possible gear, so that the engine causes the least possible noise. Avoid a high-speed start with squeaky tires.",,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-111
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-112,2.5.01-112,3 Points,"What does ""power sound"" in the car result in?",A. Signals from other traffic - in particular sirens - are not heard; B. There is noise pollution for others even when the windows are closed; C. Driving errors due to the driver being diverted,A. Signals from other traffic - in particular sirens - are not heard; B. There is noise pollution for others even when the windows are closed; C. Driving errors due to the driver being diverted,"""Power sound"" in the car causes over-stimulation. This over-stimulation may distract the car driver so that he/she may miss important other signals. Bear in mind that other road users are also bothered by the noise.",,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-112
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-113,2.5.01-113,3 Points,By which percentage does the fuel consumption (l/100 km) of a middle-class car driving at 160 km/h in general increase compared to driving at the recommended speed of 130 km/h?,A. By up to 35 %; B. By up to 5 %; C. By up to 10 %,A. By up to 35 %,"Compared to driving at the advisory speed limit of 130 km/h, the fuel consumption at a speed of 160 km/h usually increases very much. For example, the consumption of a mid-range car can rise by up to 35%.",,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-113
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-116,2.5.01-116,4 Points,When are you allowed to enter an environmental zone?,A. When your vehicle has a corresponding emissions sticker; B. When your vehicle enjoys special rights; C. When you have a low-emission vehicle,A. When your vehicle has a corresponding emissions sticker; B. When your vehicle enjoys special rights,"You may only drive into an environmental zone as a car driver if a valid badge is visibly attached to your vehicle that at least corresponds to the qualifying plate (red, yellow, green). Excluded from this rule are exclusively vehicles with special rights, for example historic motor vehicles.",,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-116
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-117,2.5.01-117,4 Points,Where do you have to place the emissions sticker for identifying lowemission vehicles?,A. Clearly visible on the inside of the windscreen; B. Clearly visible on the outside of the windscreen; C. Clearly visible on the inside of the rear window,A. Clearly visible on the inside of the windscreen,"As a car driver, you must ensure that the carbon emission sticker is affixed to the inside of the windshield of your vehicle so that it clearly identifies your low-emission vehicle.",,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-117
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-118,2.5.01-118,4 Points,"If your car has a petrol engine but does not have an emissions sticker, are you allowed to enter an environmental zone which is sign-posted as follows?","A. No, because my car does not have an emissions sticker; B. Yes, because I am driving a car with catalytic converter with lambda control; C. Yes, because this prohibition only applies to diesel vehicles","A. No, because my car does not have an emissions sticker","Without visibly attached carbon emission sticker, motor vehicle drivers are not allowed to drive into an environmental zone with a gasoline engine. The badge on the vehicle must be valid and correspond at least to the qualifying plate (red, yellow, green).",images/2_5_01-118.png,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-118
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-119,2.5.01-119,3 Points,Where can you stow your baggage so that you do not increase your fuel consumption unnecessarily?,A. In the boot; B. Behind the front seats; C. On the roof-rack,A. In the boot; B. Behind the front seats,"If possible, you should only store the luggage in the trunk of your vehicle. The use of a roof rack to carry luggage results in greatly increased aerodynamic drag, often resulting in a significant increase in fuel consumption.",,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-119
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-120,2.5.01-120,3 Points,Tyre wear negatively impacts the environment. How can you reduce this impact?,A. By employing an anticipatory driving style; B. By regularly checking the tyre inflation pressure in accordance with the manufacturer's guidelines; C. By using winter tyres in summer,A. By employing an anticipatory driving style; B. By regularly checking the tyre inflation pressure in accordance with the manufacturer's guidelines,"To reduce tyre wear (i.e. the wear on the tyres), you can drive with foresight and significantly minimise the load by regularly checking the tyre pressure in accordance with the manufacturer's specifications. Less wear = less load.",,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-120
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-121,2.5.01-121,3 Points,What can contribute to environmentally-friendly driving?,A. Attending a practical driving training session for a fuel-efficient driving style; B. Using vehicles with an electric drive; C. Forming car pools,A. Attending a practical driving training session for a fuel-efficient driving style; B. Using vehicles with an electric drive; C. Forming car pools,"If possible, carpool to reduce the number of vehicles on the road. Training can help you to adopt a fuel-efficient driving style. Electric vehicles do not emit any pollutants, so they are particularly environmentally friendly when driving.",,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-121
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-122,2.5.01-122,3 Points,How can you save fuel if you drive a car with an automatic gearbox?,A. Do not press down hard on the accelerator when moving off; B. Use the eco mode when driving; C. Switch off the engine when driving down a gradient,A. Do not press down hard on the accelerator when moving off; B. Use the eco mode when driving,Unnecessary acceleration leads to high fuel consumption. Drive in eco mode if available. The car adapts its acceleration behaviour to reduce fuel consumption.,,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-122
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-123,2.5.01-123,3 Points,What cars that are driven within designated environmental zones must display a particulate matter sticker?,A. - petrol engines; B. - diesel engines; C. - electric motors,A. - petrol engines; B. - diesel engines; C. - electric motors,"In principle, all cars in a designated environmental zone are subject to the obligation to display a fine dust sticker. Work machines, ambulances, etc. are exempt.",,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-123
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-124,2.5.01-124,3 Points,What can result from listening to very loud music while driving a car?,A. The driver fails to detect signals from other traffic; B. It causes a nuisance to other road users; C. The driver’s responsiveness is enhanced,A. The driver fails to detect signals from other traffic; B. It causes a nuisance to other road users,"Too loud music can cause warning signals and the like of other road users to be overheard. Too loud music can also annoy, disturb and thus endanger other road users.
The driver's ability to react deteriorates due to the loud music and the resulting reduced ability to concentrate.",,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-124
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-125,2.5.01-125,3 Points,Air resistance affects the fuel consumption of a vehicle. What affects air resistance the most?,A. The speed travelled; B. The number of passengers; C. The profile depth of the tyres,A. The speed travelled,"The faster you drive, the greater the air resistance acting on your vehicle. Doubling your speed results in 4 times the air resistance. 
The tread depth of the tyres has a major effect on the rolling resistance of the tyres.
The number of passengers does not directly affect the air resistance.",,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-125
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-126,2.5.01-126,3 Points,You have to wait because a rail-crossing barrier is lowered. How can you now help protect the environment at this point?,A. By using the automatic start-stop system; B. By putting the vehicle in first gear; C. By activating the parking brake,A. By using the automatic start-stop system,"By using the automatic start-stop system, the vehicle can be switched off while waiting and immediately switched on again with little effort. This minimises the emission of pollutants. Applying the handbrake has no effect on the vehicle's pollutant emissions.",,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-126
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-127,2.5.01-127,3 Points,What increases the range of an electric vehicle?,"A. Using a high energy recovery (recuperation) level; B. Reducing the heater temperature; C. Short, sharp acceleration",A. Using a high energy recovery (recuperation) level; B. Reducing the heater temperature,"If you only brake slightly, the electric motor brakes and the kinetic energy is recovered. If you brake harder, you will be mechanically braked and the kinetic energy will not be recovered. Due to a high recuperation level, an electric car behaves like a combustion engine, so you may have to brake less strongly, i.e. mechanically. The heating in the electric car is fed directly from the battery and thus consumes energy that could also be used for driving.",,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-127
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-128,2.5.01-128,3 Points,What is the benefit of recuperation in an electric vehicle?,A. - increases range; B. - conserves the service brake system; C. - means that energy can be recovered from the braking operation,A. - increases range; B. - conserves the service brake system; C. - means that energy can be recovered from the braking operation,"Recuperation means ""recovery"". Just as electrical energy was converted into kinetic energy, braking converts the kinetic energy back into electrical energy, which is then fed back into the battery. This increases the range of the electric vehicle.",,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-128
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-129,2.5.01-129,3 Points,Your car is equipped with an automatic start-stop system. What is the environmental protection benefit from using this vehicle system?,A. - fuel consumption; B. - noise pollution; C. - tyre wear,A. - fuel consumption; B. - noise pollution,"The automatic start-stop system automatically switches off the engine when you come to a standstill and restarts it as soon as you press one of the pedals. 
By switching off the engine, for example at traffic lights, the automatic start-stop system can reduce noise pollution and also save up to 15% fuel.",,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-129
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-130,2.5.01-130,3 Points,You are driving a car with a plug-in hybrid drive system. How can you optimise fuel consumption?,A. I regularly charge the battery using the mains supply; B. I use the electric drive through my driving style; C. I only use the recuperation to charge the battery,A. I regularly charge the battery using the mains supply; B. I use the electric drive through my driving style,"By driving proactively - with gentle acceleration and timely braking - you can reduce your vehicle's fuel consumption. The electric motor is often used in this driving style. 
You can also reduce fuel consumption by regularly charging the battery of your plug-in hybrid on the power grid or minimize it by driving purely electrically.",,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-130
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-202,2.5.01-202,3 Points,How can you avoid unnecessary noise?,A. By replacing worn sideboard hinges or fastenings; B. Through correct stowing or use of chains; C. By greatly increasing the tyre pressure of an empty vehicle,A. By replacing worn sideboard hinges or fastenings; B. Through correct stowing or use of chains,Unnecessary noise you avoid by properly storing or use of the tension chains and by the renewing of knocked-out tailgate hinges or closures as they can rattle loudly.,,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-202
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-203,2.5.01-203,3 Points,What can cause noise pollution?,A. Loose chains; B. Loose or worn sideboard hinges; C. Unsecured load,A. Loose chains; B. Loose or worn sideboard hinges; C. Unsecured load,"3 answers are correct. Loose or worn out tailgate hinges and unsecured load, but also loose tension chains.",,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-203
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-204,2.5.01-204,3 Points,"How can you avoid noise in built-up areas, in particular with empty vehicles?","A. By adapting your speed, particularly on a bad road surface; B. By driving at high speed in a low gear; C. By changing gear frequently with double-clutching","A. By adapting your speed, particularly on a bad road surface",In town you can avoid particularly poor road with your empty vehicle noise by inappropriate speed.,,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-204
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-205,2.5.01-205,4 Points,Which motor vehicles are allowed to use a road with this sign?,A. Any lorry with a corresponding emissions sticker; B. Any bus with a corresponding emissions sticker; C. Any car,A. Any lorry with a corresponding emissions sticker; B. Any bus with a corresponding emissions sticker,"This road leads in an environmental zone. All buses with a corresponding emissions sticker and all trucks with a corresponding sticker are allowed to drive here. Not all cars have this plaque, so are ""all car"" wrong.",images/2_5_01-205.png,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-205
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-206,2.5.01-206,3 Points,How can you avoid creating noise?,"A. - filling empty compressed air tanks from a stationary facility, if possible; B. - replacing worn-out side latches; C. - allowing the engine to idle during longer waiting times","A. - filling empty compressed air tanks from a stationary facility, if possible; B. - replacing worn-out side latches",Noise you can prevent this by you as possible befüllst empty compressed air tanks from a stationary plant and if you exchange worn out lift closures.,,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-206
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-207,2.5.01-207,3 Points,"When planning your journeys, how can you make them environmentally-friendlier?",A. - combining several destinations into one single trip; B. - forming car pools with other vehicle users; C. - planning to use public transport instead of my own vehicle,A. - combining several destinations into one single trip; B. - forming car pools with other vehicle users; C. - planning to use public transport instead of my own vehicle,"For the sake of the environment, motorists should refrain from all trips that are not absolutely necessary. Therefore, plan your trips well and make carpools as often as possible to avoid unnecessary trips. Another positive contribution to active environmental protection is the use of public transport.",,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-207
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-208,2.5.01-208,3 Points,How do you drive down a descending gradient safely?,A. - select a gear in which I am not required to brake a great deal; B. - drive in neutral; C. - switch the ignition off,A. - select a gear in which I am not required to brake a great deal,"On a down grade, use the engine brake by shifting down to a lower gear. This relieves the service brakes. Under no circumstances change to idle! Because idling puts the engine brake out of action, thus the service brakes could overheat. In addition, the brake booster cannot work when the ignition is switched off. This considerably lengthens the braking distance.",,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-208
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-209,2.5.01-209,3 Points,What motor vehicles are permitted to enter an environment zone without a fine-particle badge?,A. All two and three-wheeled motor vehicles; B. All agricultural and forestry tractors; C. All motor vehicles with a catalytic converter,A. All two and three-wheeled motor vehicles; B. All agricultural and forestry tractors,All two- and three-wheeled motor vehicles and agricultural and forestry tractors may enter an environmental zone without the carbon emission sticker. They are exempt from the restrictions of the environmental zone. The installation of a catalytic converter does not exempt you as a car driver from the obligation to obtain an environmental badge.,,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-209
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-210,2.5.01-210,3 Points,What manufacturer specifications will allow you to know if your motor vehicle is environmentally-friendly?,A. - about the fuel consumption; B. - about the efficiency category; C. - about the emissions class,A. - about the fuel consumption; B. - about the efficiency category; C. - about the emissions class,"The emission class provides information about the emission of pollutants. The emission classes defined by the standard and/or the law subdivide products that emit exhaust emissions or interference signals. In the automotive sector, moreover, the following applies: The lower the fuel consumption, the higher the efficiency class and thus the environmental friendliness of the vehicle.",,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-210
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-211,2.5.01-211,3 Points,Why are short journeys performed with a cold engine especially damaging to the environment?,A. - more fuel is consumed; B. - the level of material wear is higher; C. - the vehicle's battery will be over-charged,A. - more fuel is consumed; B. - the level of material wear is higher,"Short trips with a cold engine usually consume more fuel than driving with a motor in operating temperature. That's why they are particularly harmful to the environment. In addition, the friction is greater in short-distance driving with a cold engine. This leads to a higher material wear.",,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-211
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-212,2.5.01-212,3 Points,What causes avoidable noise?,A. By sounding the horn as a greeting; B. By firmly slamming doors shut; C. By driving with a roof-rack,A. By sounding the horn as a greeting; B. By firmly slamming doors shut,"All noise disturbances arising during normal operation of a vehicle are considered unavoidable. As a car driver, you should avoid any excess noise, for example, honking as a greeting or closing the doors very loudly. A roof rack will not cause you any avoidable noise.",,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-212
Theme 2.5.,Environmental Protection,2.5.01 Chapter,Environmental Protection,2.5.01-213,2.5.01-213,3 Points,How does the eco-roll mode in commercial vehicles contribute to the reduction of fuel consumption?,A. - vehicle's kinetic energy is utilised to its maximum; B. - engine braking effect is increased; C. - vehicle's roll phase is reduced,A. - vehicle's kinetic energy is utilised to its maximum,Because the kinetic energy of the vehicle is maximally utilized in eco-roll mode is the right answer. This has to do with the automatic neutral position of the transmission. The rolling phase will not be shortened and the engine braking effect is not increased.,,https://www.clickclickdrive.de/fragenkatalog/en/2.5.-environmental-protection/2.5.01-environmental-protection/2.5.01-213
Theme 2.6.,Rules On The Operation Of The Vehicles,2.6.01 Chapter,Examination Of The Vehicles,2.6.01-001,2.6.01-001,2 Points,When must motorcycles be submitted for official inspection (Hauptuntersuchung)?,A. Every two years; B. Every three years; C. Every time they are re-registered,A. Every two years,"Similarly to cars, motorcycles should be inspected every two years",,https://www.clickclickdrive.de/fragenkatalog/en/2.6.-rules-on-the-operation-of-the-vehicles/2.6.01-examination-of-the-vehicles/2.6.01-001
Theme 2.6.,Rules On The Operation Of The Vehicles,2.6.01 Chapter,Examination Of The Vehicles,2.6.01-003,2.6.01-003,2 Points,How can you tell when you need to bring your vehicle in for its next vehicle roadworthiness test?,A. By looking at the inspection tag on the rear license plate; B. By reading the entry made in the registration certificate Part I; C. By reading the entry in the operating manual for my vehicle,A. By looking at the inspection tag on the rear license plate; B. By reading the entry made in the registration certificate Part I,"The date for the next main inspection of your vehicle can be found in the certificate of registration part 1. In addition, the appointment is clearly visible on the inspection plate printed on your license plate.",,https://www.clickclickdrive.de/fragenkatalog/en/2.6.-rules-on-the-operation-of-the-vehicles/2.6.01-examination-of-the-vehicles/2.6.01-003
Theme 2.6.,Rules On The Operation Of The Vehicles,2.6.01 Chapter,Examination Of The Vehicles,2.6.01-105,2.6.01-105,2 Points,You have bought a second-hand car. The official inspection (Hauptuntersuchung) has just been carried out. When is it due for its next official inspection?,A. After two years; B. After one year; C. After three years,A. After two years,"If the main inspection of a used car has just happened, you must do the next general inspection after two years. Only for newly purchased cars, the deadline for the next general inspection is three years.",,https://www.clickclickdrive.de/fragenkatalog/en/2.6.-rules-on-the-operation-of-the-vehicles/2.6.01-examination-of-the-vehicles/2.6.01-105
Theme 2.6.,Rules On The Operation Of The Vehicles,2.6.01 Chapter,Examination Of The Vehicles,2.6.01-106,2.6.01-106,2 Points,You have left your registered caravan trailer for six months during the winter on a campground. What applies as far as the official inspection (Hauptuntersuchung) is concerned?,A. The date indicated on the test stamp must be observed; B. The date indicated on the test stamp is extended by the time the caravan was stationary on the campground,A. The date indicated on the test stamp must be observed,"Even if you have parked your caravan on a campsite, you must meet the deadline for the general inspection. Technical defects, such as rust, can occur at any time and become a safety hazard if they're not repaired.",,https://www.clickclickdrive.de/fragenkatalog/en/2.6.-rules-on-the-operation-of-the-vehicles/2.6.01-examination-of-the-vehicles/2.6.01-106
