theme_number,theme_name,chapter_number,chapter_name,question_id,question_number,points,question_text,options,correct_answers,comment,image_paths,video_paths,url
Thema 2.7.,Technik,2.7.01 Kapitel,Fahrbetrieb Fahrphysik Fahrtechnik,2.7.01-075,2.7.01-075,3 Punkte,"Was kann die Folge sein, wenn Sie bei hoher Geschwindigkeit in einen zu niedrigen Gang wechseln?",A. Das Hinterrad blockiert; B. Das Sturzrisiko ist hoch; C. Das Vorderrad hebt ab,A. Das Hinterrad blockiert; B. Das Sturzrisiko ist hoch,"Der plötzliche, schnelle Anstieg der Motordrehzahl beim Einkuppeln erzeugt eine Bremswirkung. Die Motorbremskraft kann dazu führen, dass dein Hinterrad blockiert oder rutscht und die Haftung auf der Fahrbahn verliert. Du könntest die Kontrolle über dein Motorrad verlieren und stürzen.",,,https://www.clickclickdrive.de/fragenkatalog/2.7.-technik/2.7.01-fahrbetrieb-fahrphysik-fahrtechnik/2.7.01-075
Thema 2.7.,Technik,2.7.01 Kapitel,Fahrbetrieb Fahrphysik Fahrtechnik,2.7.01-076,2.7.01-076,4 Punkte,"Wie sollten Sie sich verhalten, wenn Ihr Motorrad zu pendeln beginnt?",A. - sofort Gas wegnehmen; B. - bei der Weiterfahrt hohe Geschwindigkeiten vermeiden; C. - jetzt gegenlenken,A. - sofort Gas wegnehmen; B. - bei der Weiterfahrt hohe Geschwindigkeiten vermeiden,"Indem du sofort das Gas wegnimmst, kannst du das Pendeln reduzieren und die Fahrstabilität erhöhen. Pendeln zeigt sich nämlich bei hohen Geschwindigkeiten. Vermeide es also bei der Weiterfahrt, sehr schnell zu fahren.",,,https://www.clickclickdrive.de/fragenkatalog/2.7.-technik/2.7.01-fahrbetrieb-fahrphysik-fahrtechnik/2.7.01-076
Thema 2.7.,Technik,2.7.01 Kapitel,Fahrbetrieb Fahrphysik Fahrtechnik,2.7.01-077,2.7.01-077,2 Punkte,Welche Aufgabe hat ein Not-Aus-Schalter an einem Motorrad?,A. - schaltet den Motor aus; B. - schaltet die Beleuchtung aus; C. - löst das eCall-System aus,A. - schaltet den Motor aus,"Der Not-Aus-Schalter schaltet den Motor aus. Du kannst ihn verwenden, um in Gefahrensituationen schnell den Motor auszuschalten, ohne den Zündschlüssel drehen zu müssen.",,,https://www.clickclickdrive.de/fragenkatalog/2.7.-technik/2.7.01-fahrbetrieb-fahrphysik-fahrtechnik/2.7.01-077
Thema 2.7.,Technik,2.7.01 Kapitel,Fahrbetrieb Fahrphysik Fahrtechnik,2.7.01-078,2.7.01-078,2 Punkte,Was gilt für die Wirkung der Vorderrad- und Hinterradbremse insbesondere bei höherer Geschwindigkeit?,A. - der Vorderradbremse ist größer; B. - der Hinterradbremse ist größer; C. - von Vorderradbremse und Hinterradbremse ist gleich groß,A. - der Vorderradbremse ist größer,"Beim Bremsvorgang verlagert sich das Gewicht nach vorn, was zu einer stärkeren Belastung des Vorderrades führt. Deshalb ist in der Regel die Vorderradbremse für höhere Bremswirkungen ausgelegt, um die stärkere Belastung besser kontrollierbar zu machen.",,,https://www.clickclickdrive.de/fragenkatalog/2.7.-technik/2.7.01-fahrbetrieb-fahrphysik-fahrtechnik/2.7.01-078
Thema 2.7.,Technik,2.7.01 Kapitel,Fahrbetrieb Fahrphysik Fahrtechnik,2.7.01-079,2.7.01-079,3 Punkte,Was kann bei hoher Geschwindigkeit zum Pendeln eines Motorrads führen?,A. - mit nicht ausgewuchteten Rädern; B. - auf unebener Fahrbahn; C. - mit schwerem Gepäck am Heck,A. - mit nicht ausgewuchteten Rädern; B. - auf unebener Fahrbahn; C. - mit schwerem Gepäck am Heck,"Bei hohen Geschwindigkeiten auf unebener Fahrbahn oder bei nicht ausgewuchteten Rädern neigt dein Motorrad schneller zum „Pendeln“, da sich durch die Unebenheiten die Straßenlage verändert.
Wenn du das Heck deines Motorrads schwer beladen hast, wirkt weniger Gewicht auf das Vorderrad. Bei hohen Geschwindigkeiten kann es deshalb zum Pendeln deines Motorrads kommen, wodurch du dein Motorrad schwerer kontrollieren kannst.",,,https://www.clickclickdrive.de/fragenkatalog/2.7.-technik/2.7.01-fahrbetrieb-fahrphysik-fahrtechnik/2.7.01-079
Thema 2.7.,Technik,2.7.01 Kapitel,Fahrbetrieb Fahrphysik Fahrtechnik,2.7.01-102,2.7.01-102,4 Punkte,Was ändert sich durch das Mitführen eines Wohnanhängers?,A. Der Überholweg wird wesentlich länger; B. Hastige Lenkbewegungen erhöhen die Schleudergefahr; C. Der Bremsweg wird wesentlich kürzer,A. Der Überholweg wird wesentlich länger; B. Hastige Lenkbewegungen erhöhen die Schleudergefahr,"Führen Sie als Kfz-FahrerIn einen Wohnanhänger mit, so erhöht sich nicht nur die Schleudergefahr, auch Überhol- und Bremsweg werden länger. Das liegt an der zusätzlich zu ziehenden Last und der Zugbewegung des Anhängers.",,,https://www.clickclickdrive.de/fragenkatalog/2.7.-technik/2.7.01-fahrbetrieb-fahrphysik-fahrtechnik/2.7.01-102
Thema 2.7.,Technik,2.7.01 Kapitel,Fahrbetrieb Fahrphysik Fahrtechnik,2.7.01-103,2.7.01-103,4 Punkte,Was ändert sich durch das Mitführen eines zweiachsigen Anhängers hinter einem Pkw?,A. Beim Abbiegen und in Kurven wird mehr Platz benötigt; B. Das Beschleunigungsvermögen nimmt ab; C. Die Fahrstabilität nimmt zu,A. Beim Abbiegen und in Kurven wird mehr Platz benötigt; B. Das Beschleunigungsvermögen nimmt ab,Das Gespann aus Pkw und Anhänger benötigt mehr Platz beim Befahren von Kurven sowie beim Abbiegen. Ebenso verändert sich durch die Masse das Beschleunigungsvermögen. Es nimmt deutlich ab.,,,https://www.clickclickdrive.de/fragenkatalog/2.7.-technik/2.7.01-fahrbetrieb-fahrphysik-fahrtechnik/2.7.01-103
Thema 2.7.,Technik,2.7.01 Kapitel,Fahrbetrieb Fahrphysik Fahrtechnik,2.7.01-104,2.7.01-104,4 Punkte,Sie fahren mit Ihrem Pkw und Anhänger auf einer Straße mit Gegenverkehr und wollen nach links abbiegen. Was ist beim Wiederanfahren besonders wichtig?,A. An die eigene Zuglänge denken; B. Das geringere Beschleunigungsvermögen berücksichtigen; C. Den Gegenverkehr mit der Lichthupe warnen,A. An die eigene Zuglänge denken; B. Das geringere Beschleunigungsvermögen berücksichtigen,"Mit einem Anhänger haben Sie ein geringeres Beschleunigungsvermögen, eine veränderte Masse und eine größere Gesamtlänge. Dies müssen Sie beim Wiederanfahren berücksichtigen. Der Gegenverkehr darf in diesem Fall nicht durch Einsatz der Lichthupe gewarnt werden.",,,https://www.clickclickdrive.de/fragenkatalog/2.7.-technik/2.7.01-fahrbetrieb-fahrphysik-fahrtechnik/2.7.01-104
Thema 2.7.,Technik,2.7.01 Kapitel,Fahrbetrieb Fahrphysik Fahrtechnik,2.7.01-105,2.7.01-105,4 Punkte,"Sie fahren einen Pkw mit einem ungebremsten Anhänger. Es kommt ein längeres, starkes Gefälle. Was ist richtig?","A. Wenn nötig Geschwindigkeit verringern, rechtzeitig niedrigen Gang einlegen, bremsbereit sein; B. Schieben des Anhängers berücksichtigen; C. Bremse des Pkws durch häufiges Auskuppeln entlasten","A. Wenn nötig Geschwindigkeit verringern, rechtzeitig niedrigen Gang einlegen, bremsbereit sein; B. Schieben des Anhängers berücksichtigen",Verringern Sie die Geschwindigkeit rechtzeitig. Legen Sie einen möglichst niedrigen Gang ein. Die dadurch aktivierte Motorbremse unterstützt die Bremswirkung der Pedalbremsung. Kuppeln Sie auf keinen Fall aus in den Leerlauf. Dadurch würde das Fahrzeug schneller werden.,,,https://www.clickclickdrive.de/fragenkatalog/2.7.-technik/2.7.01-fahrbetrieb-fahrphysik-fahrtechnik/2.7.01-105
Thema 2.7.,Technik,2.7.01 Kapitel,Fahrbetrieb Fahrphysik Fahrtechnik,2.7.01-107,2.7.01-107,3 Punkte,Was müssen Sie bei einem Pkw mit Wohnanhänger vor Fahrtbeginn prüfen?,A. Ob die Beleuchtungseinrichtung des Anhängers funktioniert; B. Ob die Sicht nach hinten durch die Rückspiegel ausreicht; C. Ob die Mitfahrer im Wohnanhänger die Sicherheitsgurte angelegt haben,A. Ob die Beleuchtungseinrichtung des Anhängers funktioniert; B. Ob die Sicht nach hinten durch die Rückspiegel ausreicht,"Wohnanhänger schränken die Sicht nach hinten ein. Deswegen müssen Sie vor Fahrtbeginn prüfen, ob die Spiegel eine ausreichende Sicht nach hinten bieten. Außerdem müssen Sie sicherstellen, dass auch die Beleuchtungseinrichtung funktioniert.",,,https://www.clickclickdrive.de/fragenkatalog/2.7.-technik/2.7.01-fahrbetrieb-fahrphysik-fahrtechnik/2.7.01-107
Thema 2.7.,Technik,2.7.01 Kapitel,Fahrbetrieb Fahrphysik Fahrtechnik,2.7.01-108,2.7.01-108,3 Punkte,Sie fahren einen Pkw mit voll beladenem Anhänger ohne eigene Bremse. Was ist richtig?,A. Der Bremsweg wird länger; B. Der Reaktionsweg wird länger; C. Der Anhalteweg wird kürzer,A. Der Bremsweg wird länger,"Beachten Sie, dass der voll beladene Anhänger ohne eigene Bremse den Bremsweg und damit auch den Anhalteweg um die jeweilige Anhängelast verlängert. Der Reaktionsweg verändert sich in diesem Fall nicht.",,,https://www.clickclickdrive.de/fragenkatalog/2.7.-technik/2.7.01-fahrbetrieb-fahrphysik-fahrtechnik/2.7.01-108
Thema 2.7.,Technik,2.7.01 Kapitel,Fahrbetrieb Fahrphysik Fahrtechnik,2.7.01-109,2.7.01-109,3 Punkte,Sie wollen an Ihren Pkw einen einachsigen Wohnwagen anhängen. Was müssen Sie prüfen?,A. Ob die zulässige Anhängelast oder die zulässige Stützlast des Pkws überschritten wird; B. Ob wegen der Breite des Wohnwagens zusätzliche Rückspiegel angebracht werden müssen; C. Ob der Wohnwagen für die Beförderung von Personen zugelassen ist,A. Ob die zulässige Anhängelast oder die zulässige Stützlast des Pkws überschritten wird; B. Ob wegen der Breite des Wohnwagens zusätzliche Rückspiegel angebracht werden müssen,"Der Wohnwagen mindert die Sicht nach hinten. Sie als Kfz-FahrerIn müssen prüfen, ob die Sicht nach hinten durch die vorhandenen Spiegel ausreicht. Gegebenenfalls müssen Sie zusätzliche Spiegel an Ihrem Pkw anbringen. Zugfahrzeug und Anhänger müssen immer aufeinander abgestimmt sein.",,,https://www.clickclickdrive.de/fragenkatalog/2.7.-technik/2.7.01-fahrbetrieb-fahrphysik-fahrtechnik/2.7.01-109
Thema 2.7.,Technik,2.7.01 Kapitel,Fahrbetrieb Fahrphysik Fahrtechnik,2.7.01-110,2.7.01-110,3 Punkte,Sie wollen mit einem Automatik-Pkw (hydraulischer Wandler) losfahren. Was müssen Sie wissen?,"A. Beim Einlegen einer Fahrstufe muss der Pkw in der Regel mit der Betriebsbremse festgehalten werden; B. Der Wählhebel darf nur bei stehendem Motor betätigt werden; C. Die Drehzahl muss wesentlich erhöht werden, damit der Motor nicht abgewürgt wird",A. Beim Einlegen einer Fahrstufe muss der Pkw in der Regel mit der Betriebsbremse festgehalten werden,"Geben Sie als Kfz-FührerIn einem Fahrzeug mit Automatikgetriebe ein „Go“ mit eingelegter Fahrstufe, versucht es, loszufahren. Dies kann nur mit Betätigen der Betriebsbremse verhindert werden. Der Wählhebel kann und darf bei stehenden und laufenden Motor betätigt werden.",,,https://www.clickclickdrive.de/fragenkatalog/2.7.-technik/2.7.01-fahrbetrieb-fahrphysik-fahrtechnik/2.7.01-110
Thema 2.7.,Technik,2.7.01 Kapitel,Fahrbetrieb Fahrphysik Fahrtechnik,2.7.01-111,2.7.01-111,3 Punkte,Worauf ist beim Luftdruck der Reifen zu achten?,"A. Luftdruck regelmäßig kontrollieren, einschließlich Reserverad; B. Luftdruck bei starker Beladung nach Betriebsanleitung erhöhen; C. Luftdruck vor längeren Fahrten verringern","A. Luftdruck regelmäßig kontrollieren, einschließlich Reserverad; B. Luftdruck bei starker Beladung nach Betriebsanleitung erhöhen","Durch die regelmäßige Überprüfung des Luftdrucks der Reifen lassen sich Reifenschäden vermeiden, es lässt sich aber auch Kraftstoff sparen. Sollten Sie Ihr Fahrzeug einer stärkeren Belastung aussetzen, müssen Sie den Reifendruck anpassen.",,,https://www.clickclickdrive.de/fragenkatalog/2.7.-technik/2.7.01-fahrbetrieb-fahrphysik-fahrtechnik/2.7.01-111
Thema 2.7.,Technik,2.7.01 Kapitel,Fahrbetrieb Fahrphysik Fahrtechnik,2.7.01-112,2.7.01-112,3 Punkte,Sie mussten nach einer Reifenpanne das Notrad montieren. Was ist bei der Weiterfahrt verboten?,A. Schneller als 80 km/h zu fahren; B. Mit dem Notrad länger als unbedingt erforderlich zu fahren; C. Personen mitzunehmen,A. Schneller als 80 km/h zu fahren; B. Mit dem Notrad länger als unbedingt erforderlich zu fahren,Noträder haben eine andere Bauform als herkömmliche Räder und sind nur bis zu einer Geschwindigkeit von 80 km/h zugelassen. Sie besitzen schlechtere Laufeigenschaften. Mit ihnen sollte nur so weit wie nötig gefahren werden. Mitnahme von Personen ist nicht eingeschränkt.,,,https://www.clickclickdrive.de/fragenkatalog/2.7.-technik/2.7.01-fahrbetrieb-fahrphysik-fahrtechnik/2.7.01-112
Thema 2.7.,Technik,2.7.01 Kapitel,Fahrbetrieb Fahrphysik Fahrtechnik,2.7.01-113,2.7.01-113,3 Punkte,"Beim Fahren merken Sie, dass Ihr Pkw stets nach links zieht. Welche Ursachen sind möglich?","A. Zu wenig Luft im linken Vorderreifen; B. Falsche Radeinstellung an der Vorderachse (Spur, Sturz); C. Linker Hinterreifen stark abgefahren","A. Zu wenig Luft im linken Vorderreifen; B. Falsche Radeinstellung an der Vorderachse (Spur, Sturz)","Zieht Ihr Fahrzeug nach links, sodass Gegenlenken erforderlich ist, könnte zu wenig Luftdruck im linken Reifen die Ursache sein oder eine veränderte Radeinstellung. Ein stark abgefahrener Reifen hat in der Regel nicht diesen Effekt.",,,https://www.clickclickdrive.de/fragenkatalog/2.7.-technik/2.7.01-fahrbetrieb-fahrphysik-fahrtechnik/2.7.01-113
Thema 2.7.,Technik,2.7.01 Kapitel,Fahrbetrieb Fahrphysik Fahrtechnik,2.7.01-114,2.7.01-114,3 Punkte,"Wozu neigt ein Pkw mit Vorderradantrieb, wenn man in der Kurve zu viel Gas gibt?","A. Er neigt dazu, vorne auszubrechen; B. Er neigt zum Übersteuern; C. Er neigt dazu, hinten auszubrechen","A. Er neigt dazu, vorne auszubrechen","Als Kfz-FahrerIn müssen Sie stets damit rechnen, dass Ihr Fahrzeug mit Vorderradantrieb nach vorne ausbricht, wenn Sie in einer Kurve zu viel Gas geben. Ihr Fahrzeug wird eher unter- als übersteuern.",,,https://www.clickclickdrive.de/fragenkatalog/2.7.-technik/2.7.01-fahrbetrieb-fahrphysik-fahrtechnik/2.7.01-114
Thema 2.7.,Technik,2.7.01 Kapitel,Fahrbetrieb Fahrphysik Fahrtechnik,2.7.01-115,2.7.01-115,3 Punkte,"Wozu neigt ein Pkw mit Hinterradantrieb, wenn man in der Kurve zu viel Gas gibt?","A. Er neigt dazu, hinten auszubrechen; B. Er neigt dazu, vorne auszubrechen; C. Er neigt zum Untersteuern","A. Er neigt dazu, hinten auszubrechen","Sie sollten stets damit rechnen, dass Ihr Fahrzeug mit Hinterradantrieb nach hinten ausbricht, wenn Sie in einer Kurve zu viel Gas geben. Es tritt eher ein Übersteuern ein als ein Untersteuern.",,,https://www.clickclickdrive.de/fragenkatalog/2.7.-technik/2.7.01-fahrbetrieb-fahrphysik-fahrtechnik/2.7.01-115
Thema 2.7.,Technik,2.7.01 Kapitel,Fahrbetrieb Fahrphysik Fahrtechnik,2.7.01-118,2.7.01-118,3 Punkte,Welche Vorteile bietet eine Antriebs-Schlupf-Regelung (ASR)?,A. Beim Anfahren wird das Durchdrehen der Räder verhindert; B. Beim Anfahren auf glatter Fahrbahn wird die Gefahr des seitlichen Wegrutschens geringer; C. Beim Bremsen wird das Blockieren der Räder verhindert,A. Beim Anfahren wird das Durchdrehen der Räder verhindert; B. Beim Anfahren auf glatter Fahrbahn wird die Gefahr des seitlichen Wegrutschens geringer,"Die Antriebs-Schlupf-Regelung (ASR) eines Kfz verhindert, dass die Räder des Fahrzeugs vor allem beim stärkeren Beschleunigen durchdrehen. Ein seitliches Wegrutschen beim Anfahren auf glatter Fahrbahn wird hierdurch weitestgehend verhindert.",,,https://www.clickclickdrive.de/fragenkatalog/2.7.-technik/2.7.01-fahrbetrieb-fahrphysik-fahrtechnik/2.7.01-118
Thema 2.7.,Technik,2.7.01 Kapitel,Fahrbetrieb Fahrphysik Fahrtechnik,2.7.01-120,2.7.01-120,4 Punkte,Sie wollen einen Anhänger mit Kugelkupplung ankuppeln. Was ist richtig?,"A. Die Kupplungsklaue muss den Kugelkopf sicher umschließen. Die Sicherung muss einrasten; B. Die elektrische Verbindung muss hergestellt werden; C. Stützrad so einstellen, dass es während der Fahrt mitlaufen kann",A. Die Kupplungsklaue muss den Kugelkopf sicher umschließen. Die Sicherung muss einrasten; B. Die elektrische Verbindung muss hergestellt werden,"Bei einem Anhänger mit Kugelkupplung muss die Kupplungsklaue den Kugelkopf fest umschließen. Die Sicherung muss einrasten. Stellen Sie sicher, dass die elektrische Verbindung funktioniert. Das Stützrad darf während der Fahrt nicht mitlaufen. Es muss in Hochstellung arretiert werden.",,,https://www.clickclickdrive.de/fragenkatalog/2.7.-technik/2.7.01-fahrbetrieb-fahrphysik-fahrtechnik/2.7.01-120
Thema 2.7.,Technik,2.7.01 Kapitel,Fahrbetrieb Fahrphysik Fahrtechnik,2.7.01-121,2.7.01-121,4 Punkte,Was müssen Sie nach dem Ankuppeln eines einachsigen Anhängers mit Auflaufbremse tun?,A. Funktion der Bremse prüfen; B. Vorhandenes Stützrad in die oberste Stellung bringen; C. Abreißseil an der Anhängekupplung des Motorwagens einhängen,A. Funktion der Bremse prüfen; B. Vorhandenes Stützrad in die oberste Stellung bringen; C. Abreißseil an der Anhängekupplung des Motorwagens einhängen,"Das Abrissseil muss an der Anhängerkupplung des Zugfahrzeuges eingehängt werden. Bei einer Auflaufbremse bremst der Anhänger beim Abriss der Verbindung zum Zugfahrzeug so automatisch. Die Funktion der Bremse ist zu prüfen. Das Stützrad darf während der Fahrt nicht mitlaufen, deshalb ist es in die obere Stellung zu bringen.",,,https://www.clickclickdrive.de/fragenkatalog/2.7.-technik/2.7.01-fahrbetrieb-fahrphysik-fahrtechnik/2.7.01-121
Thema 2.7.,Technik,2.7.01 Kapitel,Fahrbetrieb Fahrphysik Fahrtechnik,2.7.01-122,2.7.01-122,3 Punkte,Was müssen Sie beim Beladen eines einachsigen Anhängers beachten?,A. - Achslast; B. - Stützlast; C. - Gesamtmasse,A. - Achslast; B. - Stützlast; C. - Gesamtmasse,"Beim Beladen eines einachsigen Anhängers müssen Sie darauf achten, dass die Gesamtmasse eingehalten wird und dass Sie mit Ihrer Ladung die zulässige Achs- und Stützlast nicht überschreiten.",,,https://www.clickclickdrive.de/fragenkatalog/2.7.-technik/2.7.01-fahrbetrieb-fahrphysik-fahrtechnik/2.7.01-122
Thema 2.7.,Technik,2.7.01 Kapitel,Fahrbetrieb Fahrphysik Fahrtechnik,2.7.01-123,2.7.01-123,3 Punkte,"Sie wollen Ihren einachsigen Anhänger (Auflaufbremse, 1.000 kg zulässige Gesamtmasse) im Gefälle abstellen. Was müssen Sie tun?",A. Feststellbremse anziehen; B. Unterlegkeile vor die Räder legen; C. Rückfahrsperre verriegeln,A. Feststellbremse anziehen; B. Unterlegkeile vor die Räder legen,Sie müssen Ihren Anhänger immer gegen ein mögliches Wegrollen sichern. Dazu müssen Sie die Feststellbremse anziehen und die Unterlegkeile vor die Räder legen. Normalerweise verfügen solche Anhänger über keine Rückfahrsperre.,,,https://www.clickclickdrive.de/fragenkatalog/2.7.-technik/2.7.01-fahrbetrieb-fahrphysik-fahrtechnik/2.7.01-123
Thema 2.7.,Technik,2.7.01 Kapitel,Fahrbetrieb Fahrphysik Fahrtechnik,2.7.01-124,2.7.01-124,4 Punkte,Welche gefährlichen Mängel können an einem auflaufgebremsten Anhänger nach längerer Standzeit vorhanden sein?,A. Die Bremse kann wegen Rost wirkungslos sein; B. Kabelverbindungen können beschädigt sein; C. Der Reifendruck kann sich durch Sonneneinstrahlung stark erhöht haben,A. Die Bremse kann wegen Rost wirkungslos sein; B. Kabelverbindungen können beschädigt sein,"Wenn Sie einen Anhänger längere Zeit stehen lassen, können durch die Witterung Schäden entstehen: Elektrische Verbindungen können beschädigt werden, an den Bremsen kann sich Rost bilden. Durch Sonneneinstrahlung wird der Reifendruck nicht zu stark erhöht, sodass hierdurch keine gefährlichen Mängel auftreten.",,,https://www.clickclickdrive.de/fragenkatalog/2.7.-technik/2.7.01-fahrbetrieb-fahrphysik-fahrtechnik/2.7.01-124
Thema 2.7.,Technik,2.7.01 Kapitel,Fahrbetrieb Fahrphysik Fahrtechnik,2.7.01-125,2.7.01-125,3 Punkte,Was müssen Sie beim Beladen eines Anhängers beachten?,A. - muss sicher verstaut werden; B. - darf nach hinten ohne zusätzliche Kennzeichnung höchstens 1 m über die Rückstrahler hinausragen; C. - darf nach vorn höchstens 1 m über das Zugfahrzeug hinausragen,A. - muss sicher verstaut werden; B. - darf nach hinten ohne zusätzliche Kennzeichnung höchstens 1 m über die Rückstrahler hinausragen,"Achten Sie immer auf die sachgerechte Sicherung Ihrer Ladung. Um sich und andere Verkehrsteilnehmer nicht zu gefährden, müssen Sie stets freie Sicht sowie die volle Kontrolle über Ihr Fahrzeug haben. Die Ladung muss hinten gekennzeichnet werden und darf vorne höchstens 50 cm hinausragen.",,,https://www.clickclickdrive.de/fragenkatalog/2.7.-technik/2.7.01-fahrbetrieb-fahrphysik-fahrtechnik/2.7.01-125
Thema 2.7.,Technik,2.7.01 Kapitel,Fahrbetrieb Fahrphysik Fahrtechnik,2.7.01-126,2.7.01-126,3 Punkte,Warum soll beim Befahren eines längeren Gefälles nicht die Kupplung getreten und der Motor gleichzeitig ausgeschaltet werden?,A. Bei Fahrzeugen mit Lenkhilfe wird die Lenkung sofort ungewohnt schwergängig; B. Bei Fahrzeugen mit Bremskraftverstärker kann trotz erhöhter Pedalkraft die volle Bremswirkung nicht erreicht werden; C. Die Batterie wird überladen,A. Bei Fahrzeugen mit Lenkhilfe wird die Lenkung sofort ungewohnt schwergängig; B. Bei Fahrzeugen mit Bremskraftverstärker kann trotz erhöhter Pedalkraft die volle Bremswirkung nicht erreicht werden,"Bei ausgeschaltetem Motor kann die Motorbremse (Bremskraftverstärker) nicht wirken. Auch die Lenkhilfe ist dann nicht angeschaltet. Um auf Gefahrenlagen schnell und wirksam reagieren zu können, benötigen Sie möglicherweise beides.",,,https://www.clickclickdrive.de/fragenkatalog/2.7.-technik/2.7.01-fahrbetrieb-fahrphysik-fahrtechnik/2.7.01-126
Thema 2.7.,Technik,2.7.01 Kapitel,Fahrbetrieb Fahrphysik Fahrtechnik,2.7.01-127,2.7.01-127,3 Punkte,"Warum soll ein längeres, starkes Gefälle nicht mit getretener Kupplung durchfahren werden?",A. Weil die Motorbremswirkung nicht zum Tragen kommen kann; B. Weil dadurch unnötiger Verschleiß an den Bremsen eintritt; C. Weil dann der Bremskraftverstärker nicht mehr wirken kann,A. Weil die Motorbremswirkung nicht zum Tragen kommen kann; B. Weil dadurch unnötiger Verschleiß an den Bremsen eintritt,"Treten Sie im Gefälle die Kupplung, wirkt die Motorbremse nicht und Sie müssen die Betriebsbremse mehr nutzen. Als Folge davon kann es zu Überhitzung und erhöhtem Verschleiß der Bremse kommen.",,,https://www.clickclickdrive.de/fragenkatalog/2.7.-technik/2.7.01-fahrbetrieb-fahrphysik-fahrtechnik/2.7.01-127
Thema 2.7.,Technik,2.7.01 Kapitel,Fahrbetrieb Fahrphysik Fahrtechnik,2.7.01-128,2.7.01-128,4 Punkte,Was ist beim Ankuppeln eines Mehrachsanhängers richtig?,"A. - sollte im Sichtbereich des Fahrers stehen und einweisen; B. - warnt vor Hindernissen und Verkehrsteilnehmern, die der Fahrer nicht sehen kann; C. - hält die Zuggabel, bis diese in der Anhängerkupplung eingerastet ist","A. - sollte im Sichtbereich des Fahrers stehen und einweisen; B. - warnt vor Hindernissen und Verkehrsteilnehmern, die der Fahrer nicht sehen kann","Du solltest beim Ankuppeln eines Mehrachsanhängers darauf achten, dass sich eine geeignete Person im Sichtbereich von dir befindet und dich einweist und das diese Person dich vor Hindernissen und Verkehrsteilnehmern, die du nicht sehen kannst, warnt.",,,https://www.clickclickdrive.de/fragenkatalog/2.7.-technik/2.7.01-fahrbetrieb-fahrphysik-fahrtechnik/2.7.01-128
Thema 2.7.,Technik,2.7.01 Kapitel,Fahrbetrieb Fahrphysik Fahrtechnik,2.7.01-129,2.7.01-129,3 Punkte,Sie fahren zu zweit mit Gepäck. Was ist bei einer Vollbremsung zu beachten?,A. - mehr Bremskraft aufbringen muss; B. - die Hinterradbremse stärker betätigen kann; C. - weniger Bremskraft aufbringen muss,A. - mehr Bremskraft aufbringen muss; B. - die Hinterradbremse stärker betätigen kann,"Wenn Sie mit mehr Gewicht fahren, sollten Sie mehr Bremskraft einsetzen. Durch das zusätzliche Gewicht bremsen auch die Hinterradbremsen stärker.",,,https://www.clickclickdrive.de/fragenkatalog/2.7.-technik/2.7.01-fahrbetrieb-fahrphysik-fahrtechnik/2.7.01-129
Thema 2.7.,Technik,2.7.01 Kapitel,Fahrbetrieb Fahrphysik Fahrtechnik,2.7.01-130,2.7.01-130,4 Punkte,Sie müssen in einer Kurve auf nasser Fahrbahn plötzlich bremsen. Welche Besonderheiten bestehen bei einem Fahrzeug mit Antiblockiersystem (ABS)?,A. Die Lenkfähigkeit bleibt länger erhalten; B. Das Fahrzeug bleibt immer fahrstabil; C. Das Fahrzeug kann nicht aus der Kurve rutschen,A. Die Lenkfähigkeit bleibt länger erhalten,Auf nasser Fahrbahn verhindert ABS das Blockieren der Räder und verkürzt den Bremsweg. Außerdem bleibt das Fahrzeug beim Bremsen länger lenkfähig. Auf Schotter oder Schnee kann der Bremsweg allerdings deutlich länger sein.,,,https://www.clickclickdrive.de/fragenkatalog/2.7.-technik/2.7.01-fahrbetrieb-fahrphysik-fahrtechnik/2.7.01-130
Thema 2.7.,Technik,2.7.01 Kapitel,Fahrbetrieb Fahrphysik Fahrtechnik,2.7.01-131,2.7.01-131,3 Punkte,Wie wirken sich die Kurvenlaufeigenschaften einer Fahrzeugkombination (Pkw mit Wohnanhänger) beim Abbiegen aus?,A. - kann ausschwenken; B. - kann die Kurve schneiden; C. - läuft in der Regel in der Spur des Pkws,A. - kann ausschwenken; B. - kann die Kurve schneiden,"Trotz sorgfältiger Fahrweise ist es möglich, dass der Anhänger die Kurve schneidet oder sogar ausschwenkt. Der/Die Kfz-FahrerIn muss daher umsichtig vorgehen, um Gefährdungen anderer auszuschließen.",,,https://www.clickclickdrive.de/fragenkatalog/2.7.-technik/2.7.01-fahrbetrieb-fahrphysik-fahrtechnik/2.7.01-131
Thema 2.7.,Technik,2.7.01 Kapitel,Fahrbetrieb Fahrphysik Fahrtechnik,2.7.01-132,2.7.01-132,3 Punkte,An Ihrem Motorrad treten Pendelbewegungen auf. Wodurch können diese ausgelöst worden sein?,A. Durch die Beladung; B. Durch eine Unwucht der Räder; C. Durch untertouriges Fahren,A. Durch die Beladung; B. Durch eine Unwucht der Räder,"Wenn Ihr gesamtes Motorrad nach vorne und hinten schwingt, kann dies durch eine schwere Last oder eine Unwucht im Rad verursacht werden.",,,https://www.clickclickdrive.de/fragenkatalog/2.7.-technik/2.7.01-fahrbetrieb-fahrphysik-fahrtechnik/2.7.01-132
